Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Number of Turns per Tx Segment,Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.14,0.54,4,0.14,0.54,4,1.5,0.15,3,5.55,17,31.45,85,157.25,25,3.21E-09,3.21E-09,6.41E-09
0.14,0.54,3,0.14,0.54,3,2,0.15,3,5.55,17,31.45,85,157.25,19,3.04E-09,3.04E-09,6.08E-09
0.14,0.58,12,0.14,0.58,12,0.5,0.15,3,5.55,17,31.45,85,157.25,66,5.72E-10,5.72E-10,1.14E-09
0.14,0.58,7,0.14,0.58,7,1,0.15,3,5.55,17,31.45,85,157.25,36,9.44E-10,9.44E-10,1.89E-09
0.14,0.58,4,0.14,0.58,4,1.5,0.15,3,5.55,17,31.45,85,157.25,25,3.39E-09,3.39E-09,6.78E-09
0.14,0.58,3,0.14,0.58,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.85E-09,2.85E-09,5.70E-09
0.14,0.62,12,0.14,0.62,12,0.5,0.15,3,5.55,17,31.45,85,157.25,66,5.45E-10,5.45E-10,1.09E-09
0.14,0.62,7,0.14,0.62,7,1,0.15,3,5.55,17,31.45,85,157.25,36,9.86E-10,9.86E-10,1.97E-09
0.14,0.62,4,0.14,0.62,4,1.5,0.15,3,5.55,17,31.45,85,157.25,25,3.17E-09,3.17E-09,6.34E-09
0.14,0.62,3,0.14,0.62,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.53E-09,2.53E-09,5.07E-09
0.14,0.66,12,0.14,0.66,12,0.5,0.15,3,5.55,17,31.45,85,157.25,66,5.24E-10,5.24E-10,1.05E-09
0.14,0.66,7,0.14,0.66,7,1,0.15,3,5.55,17,31.45,85,157.25,36,9.79E-10,9.79E-10,1.96E-09
0.14,0.66,4,0.14,0.66,4,1.5,0.15,3,5.55,17,31.45,85,157.25,25,3.19E-09,3.19E-09,6.37E-09
0.14,0.66,3,0.14,0.66,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.01E-09,2.01E-09,4.02E-09
0.14,0.7,12,0.14,0.7,12,0.5,0.15,3,5.55,17,31.45,85,157.25,66,5.07E-10,5.07E-10,1.01E-09
0.14,0.7,7,0.14,0.7,7,1,0.15,3,5.55,17,31.45,85,157.25,36,1.08E-09,1.08E-09,2.15E-09
0.14,0.7,4,0.14,0.7,4,1.5,0.15,3,5.55,17,31.45,85,157.25,25,3.07E-09,3.07E-09,6.14E-09
0.14,0.7,3,0.14,0.7,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.72E-09,1.72E-09,3.44E-09
0.14,0.74,12,0.14,0.74,12,0.5,0.15,3,5.55,17,31.45,85,157.25,66,4.95E-10,4.95E-10,9.91E-10
0.14,0.74,7,0.14,0.74,7,1,0.15,3,5.55,17,31.45,85,157.25,36,1.24E-09,1.24E-09,2.48E-09
0.14,0.74,4,0.14,0.74,4,1.5,0.15,3,5.55,17,31.45,85,157.25,25,2.72E-09,2.72E-09,5.44E-09
0.14,0.74,3,0.14,0.74,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.65E-09,1.65E-09,3.29E-09
0.14,0.78,12,0.14,0.78,12,0.5,0.15,3,5.55,17,31.45,85,157.25,66,4.88E-10,4.88E-10,9.77E-10
0.14,0.78,7,0.14,0.78,7,1,0.15,3,5.55,17,31.45,85,157.25,36,1.37E-09,1.37E-09,2.74E-09
0.14,0.78,4,0.14,0.78,4,1.5,0.15,3,5.55,17,31.45,85,157.25,25,2.20E-09,2.20E-09,4.40E-09
0.14,0.78,3,0.14,0.78,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.36E-09,1.36E-09,2.72E-09
0.18,0.06,12,0.18,0.06,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,4.67E-10,4.67E-10,9.34E-10
0.18,0.06,6,0.18,0.06,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.44E-09,1.44E-09,2.87E-09
0.18,0.06,4,0.18,0.06,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.20E-09,2.20E-09,4.40E-09
0.18,0.06,3,0.18,0.06,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.58E-09,2.58E-09,5.16E-09
0.18,0.1,12,0.18,0.1,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,4.79E-10,4.79E-10,9.59E-10
0.18,0.1,6,0.18,0.1,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.51E-09,1.51E-09,3.02E-09
0.18,0.1,4,0.18,0.1,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.38E-09,2.38E-09,4.77E-09
0.18,0.1,3,0.18,0.1,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.91E-09,2.91E-09,5.81E-09
0.18,0.14,12,0.18,0.14,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,4.94E-10,4.94E-10,9.87E-10
0.18,0.14,6,0.18,0.14,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.60E-09,1.60E-09,3.20E-09
0.18,0.14,4,0.18,0.14,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.61E-09,2.61E-09,5.22E-09
0.18,0.14,3,0.18,0.14,3,2,0.15,3,5.55,17,31.45,85,157.25,19,3.06E-09,3.06E-09,6.13E-09
0.18,0.18,12,0.18,0.18,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,5.11E-10,5.11E-10,1.02E-09
0.18,0.18,6,0.18,0.18,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.70E-09,1.70E-09,3.40E-09
0.18,0.18,4,0.18,0.18,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.71E-09,2.71E-09,5.42E-09
0.18,0.18,3,0.18,0.18,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.63E-09,2.63E-09,5.27E-09
0.18,0.22,12,0.18,0.22,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,5.30E-10,5.30E-10,1.06E-09
0.18,0.22,6,0.18,0.22,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.83E-09,1.83E-09,3.65E-09
0.18,0.22,4,0.18,0.22,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.39E-09,2.39E-09,4.77E-09
0.18,0.22,3,0.18,0.22,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.40E-09,2.40E-09,4.80E-09
0.18,0.26,12,0.18,0.26,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,5.53E-10,5.53E-10,1.11E-09
0.18,0.26,6,0.18,0.26,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.71E-09,1.71E-09,3.43E-09
0.18,0.26,4,0.18,0.26,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.03E-09,2.03E-09,4.06E-09
0.18,0.26,3,0.18,0.26,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.08E-09,2.08E-09,4.16E-09
0.18,0.3,12,0.18,0.3,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,5.80E-10,5.80E-10,1.16E-09
0.18,0.3,6,0.18,0.3,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.57E-09,1.57E-09,3.14E-09
0.18,0.3,4,0.18,0.3,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.91E-09,1.91E-09,3.83E-09
0.18,0.3,3,0.18,0.3,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.09E-09,2.09E-09,4.18E-09
0.18,0.34,12,0.18,0.34,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,6.12E-10,6.12E-10,1.22E-09
0.18,0.34,6,0.18,0.34,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.39E-09,1.39E-09,2.79E-09
0.18,0.34,4,0.18,0.34,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.85E-09,1.85E-09,3.70E-09
0.18,0.34,3,0.18,0.34,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.16E-09,2.16E-09,4.32E-09
0.18,0.38,12,0.18,0.38,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,5.70E-10,5.70E-10,1.14E-09
0.18,0.38,6,0.18,0.38,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.26E-09,1.26E-09,2.51E-09
0.18,0.38,4,0.18,0.38,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.70E-09,1.70E-09,3.41E-09
0.18,0.38,3,0.18,0.38,3,2,0.15,3,5.55,17,31.45,85,157.25,19,2.17E-09,2.17E-09,4.33E-09
0.18,0.42,12,0.18,0.42,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,5.21E-10,5.21E-10,1.04E-09
0.18,0.42,6,0.18,0.42,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.22E-09,1.22E-09,2.43E-09
0.18,0.42,4,0.18,0.42,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.74E-09,1.74E-09,3.49E-09
0.18,0.42,3,0.18,0.42,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.97E-09,1.97E-09,3.94E-09
0.18,0.46,12,0.18,0.46,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,4.63E-10,4.63E-10,9.26E-10
0.18,0.46,6,0.18,0.46,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.13E-09,1.13E-09,2.26E-09
0.18,0.46,4,0.18,0.46,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.86E-09,1.86E-09,3.71E-09
0.18,0.46,3,0.18,0.46,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.89E-09,1.89E-09,3.79E-09
0.18,0.5,12,0.18,0.5,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,4.31E-10,4.31E-10,8.62E-10
0.18,0.5,6,0.18,0.5,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.06E-09,1.06E-09,2.12E-09
0.18,0.5,4,0.18,0.5,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.82E-09,1.82E-09,3.63E-09
0.18,0.5,3,0.18,0.5,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.84E-09,1.84E-09,3.67E-09
0.18,0.54,12,0.18,0.54,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,4.04E-10,4.04E-10,8.09E-10
0.18,0.54,6,0.18,0.54,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.08E-09,1.08E-09,2.15E-09
0.18,0.54,4,0.18,0.54,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.95E-09,1.95E-09,3.90E-09
0.18,0.54,3,0.18,0.54,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.76E-09,1.76E-09,3.53E-09
0.18,0.58,12,0.18,0.58,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,3.82E-10,3.82E-10,7.65E-10
0.18,0.58,6,0.18,0.58,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.04E-09,1.04E-09,2.08E-09
0.18,0.58,4,0.18,0.58,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.04E-09,2.04E-09,4.07E-09
0.18,0.58,3,0.18,0.58,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.71E-09,1.71E-09,3.41E-09
0.18,0.62,12,0.18,0.62,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,3.65E-10,3.65E-10,7.29E-10
0.18,0.62,6,0.18,0.62,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.10E-09,1.10E-09,2.19E-09
0.18,0.62,4,0.18,0.62,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.93E-09,1.93E-09,3.87E-09
0.18,0.62,3,0.18,0.62,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.53E-09,1.53E-09,3.05E-09
0.18,0.66,12,0.18,0.66,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,3.50E-10,3.50E-10,7.01E-10
0.18,0.66,6,0.18,0.66,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.10E-09,1.10E-09,2.21E-09
0.18,0.66,4,0.18,0.66,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,2.00E-09,2.00E-09,4.00E-09
0.18,0.66,3,0.18,0.66,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.20E-09,1.20E-09,2.41E-09
0.18,0.7,12,0.18,0.7,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,3.39E-10,3.39E-10,6.79E-10
0.18,0.7,6,0.18,0.7,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.25E-09,1.25E-09,2.50E-09
0.18,0.7,4,0.18,0.7,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.93E-09,1.93E-09,3.85E-09
0.18,0.7,3,0.18,0.7,3,2,0.15,3,5.55,17,31.45,85,157.25,19,1.09E-09,1.09E-09,2.18E-09
0.18,0.74,12,0.18,0.74,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,3.31E-10,3.31E-10,6.63E-10
0.18,0.74,6,0.18,0.74,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.45E-09,1.45E-09,2.89E-09
0.18,0.74,4,0.18,0.74,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.71E-09,1.71E-09,3.43E-09
0.18,0.74,3,0.18,0.74,3,2,0.15,3,5.55,17,31.45,85,157.25,19,9.09E-10,9.09E-10,1.82E-09
0.18,0.78,12,0.18,0.78,12,0.5,0.15,3,5.55,17,31.45,85,157.25,62,3.27E-10,3.27E-10,6.54E-10
0.18,0.78,6,0.18,0.78,6,1,0.15,3,5.55,17,31.45,85,157.25,35,1.55E-09,1.55E-09,3.11E-09
0.18,0.78,4,0.18,0.78,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.39E-09,1.39E-09,2.78E-09
0.18,0.78,3,0.18,0.78,3,2,0.15,3,5.55,17,31.45,85,157.25,19,7.75E-10,7.75E-10,1.55E-09
0.22,0.06,11,0.22,0.06,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,4.26E-10,4.26E-10,8.51E-10
0.22,0.06,6,0.22,0.06,6,1,0.15,3,5.55,17,31.45,85,157.25,34,9.52E-10,9.52E-10,1.90E-09
0.22,0.06,4,0.22,0.06,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.42E-09,1.42E-09,2.83E-09
0.22,0.06,3,0.22,0.06,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.67E-09,1.67E-09,3.33E-09
0.22,0.1,11,0.22,0.1,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,4.37E-10,4.37E-10,8.74E-10
0.22,0.1,6,0.22,0.1,6,1,0.15,3,5.55,17,31.45,85,157.25,34,1.00E-09,1.00E-09,2.00E-09
0.22,0.1,4,0.22,0.1,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.54E-09,1.54E-09,3.07E-09
0.22,0.1,3,0.22,0.1,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.88E-09,1.88E-09,3.76E-09
0.22,0.14,11,0.22,0.14,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,4.50E-10,4.50E-10,9.00E-10
0.22,0.14,6,0.22,0.14,6,1,0.15,3,5.55,17,31.45,85,157.25,34,1.06E-09,1.06E-09,2.12E-09
0.22,0.14,4,0.22,0.14,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.68E-09,1.68E-09,3.36E-09
0.22,0.14,3,0.22,0.14,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.98E-09,1.98E-09,3.96E-09
0.22,0.18,11,0.22,0.18,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,4.66E-10,4.66E-10,9.32E-10
0.22,0.18,6,0.22,0.18,6,1,0.15,3,5.55,17,31.45,85,157.25,34,1.13E-09,1.13E-09,2.26E-09
0.22,0.18,4,0.22,0.18,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.75E-09,1.75E-09,3.49E-09
0.22,0.18,3,0.22,0.18,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.70E-09,1.70E-09,3.40E-09
0.22,0.22,11,0.22,0.22,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,4.84E-10,4.84E-10,9.68E-10
0.22,0.22,6,0.22,0.22,6,1,0.15,3,5.55,17,31.45,85,157.25,34,1.21E-09,1.21E-09,2.42E-09
0.22,0.22,4,0.22,0.22,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.54E-09,1.54E-09,3.07E-09
0.22,0.22,3,0.22,0.22,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.55E-09,1.55E-09,3.10E-09
0.22,0.26,11,0.22,0.26,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,5.05E-10,5.05E-10,1.01E-09
0.22,0.26,6,0.22,0.26,6,1,0.15,3,5.55,17,31.45,85,157.25,34,1.13E-09,1.13E-09,2.27E-09
0.22,0.26,4,0.22,0.26,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.31E-09,1.31E-09,2.62E-09
0.22,0.26,3,0.22,0.26,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.34E-09,1.34E-09,2.68E-09
0.22,0.3,11,0.22,0.3,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,5.30E-10,5.30E-10,1.06E-09
0.22,0.3,6,0.22,0.3,6,1,0.15,3,5.55,17,31.45,85,157.25,34,1.04E-09,1.04E-09,2.08E-09
0.22,0.3,4,0.22,0.3,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.23E-09,1.23E-09,2.46E-09
0.22,0.3,3,0.22,0.3,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.34E-09,1.34E-09,2.69E-09
0.22,0.34,11,0.22,0.34,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,5.59E-10,5.59E-10,1.12E-09
0.22,0.34,6,0.22,0.34,6,1,0.15,3,5.55,17,31.45,85,157.25,34,9.23E-10,9.23E-10,1.85E-09
0.22,0.34,4,0.22,0.34,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.19E-09,1.19E-09,2.38E-09
0.22,0.34,3,0.22,0.34,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.40E-09,1.40E-09,2.79E-09
0.22,0.38,11,0.22,0.38,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,5.22E-10,5.22E-10,1.04E-09
0.22,0.38,6,0.22,0.38,6,1,0.15,3,5.55,17,31.45,85,157.25,34,8.32E-10,8.32E-10,1.66E-09
0.22,0.38,4,0.22,0.38,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.10E-09,1.10E-09,2.19E-09
0.22,0.38,3,0.22,0.38,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.42E-09,1.42E-09,2.84E-09
0.22,0.42,11,0.22,0.42,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,4.77E-10,4.77E-10,9.53E-10
0.22,0.42,6,0.22,0.42,6,1,0.15,3,5.55,17,31.45,85,157.25,34,8.06E-10,8.06E-10,1.61E-09
0.22,0.42,4,0.22,0.42,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.12E-09,1.12E-09,2.24E-09
0.22,0.42,3,0.22,0.42,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.29E-09,1.29E-09,2.58E-09
0.22,0.46,11,0.22,0.46,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,4.24E-10,4.24E-10,8.48E-10
0.22,0.46,6,0.22,0.46,6,1,0.15,3,5.55,17,31.45,85,157.25,34,7.48E-10,7.48E-10,1.50E-09
0.22,0.46,4,0.22,0.46,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.19E-09,1.19E-09,2.38E-09
0.22,0.46,3,0.22,0.46,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.25E-09,1.25E-09,2.50E-09
0.22,0.5,11,0.22,0.5,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.95E-10,3.95E-10,7.90E-10
0.22,0.5,6,0.22,0.5,6,1,0.15,3,5.55,17,31.45,85,157.25,34,7.02E-10,7.02E-10,1.40E-09
0.22,0.5,4,0.22,0.5,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.18E-09,1.18E-09,2.36E-09
0.22,0.5,3,0.22,0.5,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.19E-09,1.19E-09,2.39E-09
0.22,0.54,11,0.22,0.54,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.71E-10,3.71E-10,7.41E-10
0.22,0.54,6,0.22,0.54,6,1,0.15,3,5.55,17,31.45,85,157.25,34,7.12E-10,7.12E-10,1.42E-09
0.22,0.54,4,0.22,0.54,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.26E-09,1.26E-09,2.52E-09
0.22,0.54,3,0.22,0.54,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.14E-09,1.14E-09,2.28E-09
0.22,0.58,11,0.22,0.58,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.51E-10,3.51E-10,7.02E-10
0.22,0.58,6,0.22,0.58,6,1,0.15,3,5.55,17,31.45,85,157.25,34,6.88E-10,6.88E-10,1.38E-09
0.22,0.58,4,0.22,0.58,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.36E-09,1.36E-09,2.72E-09
0.22,0.58,3,0.22,0.58,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.10E-09,1.10E-09,2.20E-09
0.22,0.62,11,0.22,0.62,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.35E-10,3.35E-10,6.70E-10
0.22,0.62,6,0.22,0.62,6,1,0.15,3,5.55,17,31.45,85,157.25,34,7.26E-10,7.26E-10,1.45E-09
0.22,0.62,4,0.22,0.62,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.26E-09,1.26E-09,2.52E-09
0.22,0.62,3,0.22,0.62,3,2,0.15,3,5.55,17,31.45,85,157.25,18,9.77E-10,9.77E-10,1.95E-09
0.22,0.66,11,0.22,0.66,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.22E-10,3.22E-10,6.44E-10
0.22,0.66,6,0.22,0.66,6,1,0.15,3,5.55,17,31.45,85,157.25,34,7.30E-10,7.30E-10,1.46E-09
0.22,0.66,4,0.22,0.66,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.26E-09,1.26E-09,2.53E-09
0.22,0.66,3,0.22,0.66,3,2,0.15,3,5.55,17,31.45,85,157.25,18,7.79E-10,7.79E-10,1.56E-09
0.22,0.7,11,0.22,0.7,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.12E-10,3.12E-10,6.25E-10
0.22,0.7,6,0.22,0.7,6,1,0.15,3,5.55,17,31.45,85,157.25,34,8.23E-10,8.23E-10,1.65E-09
0.22,0.7,4,0.22,0.7,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.25E-09,1.25E-09,2.51E-09
0.22,0.7,3,0.22,0.7,3,2,0.15,3,5.55,17,31.45,85,157.25,18,6.80E-10,6.80E-10,1.36E-09
0.22,0.74,11,0.22,0.74,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.06E-10,3.06E-10,6.11E-10
0.22,0.74,6,0.22,0.74,6,1,0.15,3,5.55,17,31.45,85,157.25,34,9.56E-10,9.56E-10,1.91E-09
0.22,0.74,4,0.22,0.74,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,1.12E-09,1.12E-09,2.24E-09
0.22,0.74,3,0.22,0.74,3,2,0.15,3,5.55,17,31.45,85,157.25,18,6.16E-10,6.16E-10,1.23E-09
0.22,0.78,11,0.22,0.78,11,0.5,0.15,3,5.55,17,31.45,85,157.25,58,3.02E-10,3.02E-10,6.04E-10
0.22,0.78,6,0.22,0.78,6,1,0.15,3,5.55,17,31.45,85,157.25,34,1.03E-09,1.03E-09,2.05E-09
0.22,0.78,4,0.22,0.78,4,1.5,0.15,3,5.55,17,31.45,85,157.25,24,9.15E-10,9.15E-10,1.83E-09
0.22,0.78,3,0.22,0.78,3,2,0.15,3,5.55,17,31.45,85,157.25,18,5.42E-10,5.42E-10,1.08E-09
0.26,0.06,10,0.26,0.06,10,0.5,0.15,3,5.55,17,31.45,85,157.25,55,4.08E-10,4.08E-10,8.15E-10
0.26,0.06,6,0.26,0.06,6,1,0.15,3,5.55,17,31.45,85,157.25,33,6.51E-10,6.51E-10,1.30E-09
0.26,0.06,4,0.26,0.06,4,1.5,0.15,3,5.55,17,31.45,85,157.25,23,9.67E-10,9.67E-10,1.93E-09
0.26,0.06,3,0.26,0.06,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.15E-09,1.15E-09,2.29E-09
0.26,0.1,10,0.26,0.1,10,0.5,0.15,3,5.55,17,31.45,85,157.25,55,4.19E-10,4.19E-10,8.37E-10
0.26,0.1,6,0.26,0.1,6,1,0.15,3,5.55,17,31.45,85,157.25,33,6.85E-10,6.85E-10,1.37E-09
0.26,0.1,4,0.26,0.1,4,1.5,0.15,3,5.55,17,31.45,85,157.25,23,1.05E-09,1.05E-09,2.10E-09
0.26,0.1,3,0.26,0.1,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.29E-09,1.29E-09,2.58E-09
0.26,0.14,10,0.26,0.14,10,0.5,0.15,3,5.55,17,31.45,85,157.25,55,4.31E-10,4.31E-10,8.63E-10
0.26,0.14,6,0.26,0.14,6,1,0.15,3,5.55,17,31.45,85,157.25,33,7.24E-10,7.24E-10,1.45E-09
0.26,0.14,4,0.26,0.14,4,1.5,0.15,3,5.55,17,31.45,85,157.25,23,1.15E-09,1.15E-09,2.30E-09
0.26,0.14,3,0.26,0.14,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.36E-09,1.36E-09,2.72E-09
0.26,0.18,10,0.26,0.18,10,0.5,0.15,3,5.55,17,31.45,85,157.25,55,4.47E-10,4.47E-10,8.93E-10
0.26,0.18,6,0.26,0.18,6,1,0.15,3,5.55,17,31.45,85,157.25,33,7.71E-10,7.71E-10,1.54E-09
0.26,0.18,4,0.26,0.18,4,1.5,0.15,3,5.55,17,31.45,85,157.25,23,1.19E-09,1.19E-09,2.38E-09
0.26,0.18,3,0.26,0.18,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.17E-09,1.17E-09,2.34E-09
0.26,0.22,10,0.26,0.22,10,0.5,0.15,3,5.55,17,31.45,85,157.25,55,4.64E-10,4.64E-10,9.28E-10
0.26,0.22,6,0.26,0.22,6,1,0.15,3,5.55,17,31.45,85,157.25,33,8.27E-10,8.27E-10,1.65E-09
0.26,0.22,4,0.26,0.22,4,1.5,0.15,3,5.55,17,31.45,85,157.25,23,1.05E-09,1.05E-09,2.10E-09
0.26,0.22,3,0.26,0.22,3,2,0.15,3,5.55,17,31.45,85,157.25,18,1.06E-09,1.06E-09,2.13E-09
0.06,0.06,77,0.06,0.06,77,0.05,0.15,3,5.55,17,31.45,85,157.25,,6.44E-13,6.44E-13,1.29E-12
0.06,0.06,52,0.06,0.06,52,0.1,0.15,3,5.55,17,31.45,85,157.25,,4.11E-12,4.11E-12,8.23E-12
0.06,0.06,40,0.06,0.06,40,0.15,0.15,3,5.55,17,31.45,85,157.25,,1.35E-11,1.35E-11,2.71E-11
0.06,0.06,32,0.06,0.06,32,0.2,0.15,3,5.55,17,31.45,85,157.25,,3.60E-11,3.60E-11,7.20E-11
